Fecha,dia,mes,year,Punto 1,Punto 2,Punto 3,Punto 4,Punto 5,Punto 6,Punto 7,Punto 8,Punto 9,Punto 10,Punto 11,Punto 12,Punto 13,Punto 14,Punto 15,Punto 16,Punto 17,Total
2020-08-09,9,8,2020,140642,113420,18412,489790,455120,0,314380,0,0,0,0,0,0,0,0,356400,47154,1937355
2020-08-10,10,8,2020,142542,113420,20176,489790,458282,0,330300,0,64460,0,0,0,0,0,0,356400,36720,2014128
2020-08-11,11,8,2020,146342,113420,30360,431790,563008,0,369092,0,0,0,0,106476,0,0,0,297000,41454,2100981
2020-08-12,12,8,2020,144442,113420,25600,512618,513330,0,372468,0,0,0,0,16230,0,0,0,396000,43352,2139500
2020-08-13,13,8,2020,146342,113420,33444,541706,504756,0,431844,0,0,0,0,0,37288,0,0,396000,41454,2248295
2020-08-14,14,8,2020,130988,113420,16000,580612,445884,0,368458,0,0,0,0,0,12600,0,0,386100,61778,2117882
2020-08-15,15,8,2020,142046,113420,25272,546174,522740,0,381990,0,0,0,0,0,0,0,0,297000,45748,2076433
2020-08-16,16,8,2020,141908,113420,25170,479118,525332,0,365442,0,0,0,0,0,0,0,0,297000,45888,1995322
2020-08-17,17,8,2020,141150,113420,18656,603088,513942,0,377878,0,0,0,0,0,0,0,0,297000,49728,2116907
2020-08-18,18,8,2020,146298,113420,33444,522318,423544,0,401286,0,0,0,0,0,0,0,0,419760,51338,2113454
2020-08-19,19,8,2020,142542,113420,26290,603156,591464,0,380846,0,11052,0,0,0,30000,0,0,247500,45254,2193571
2020-08-20,20,8,2020,146342,113420,33444,559102,602600,0,388642,0,0,0,0,69754,100078,0,0,243540,41454,2300424
2020-08-21,21,8,2020,144442,147968,28900,578814,468926,0,373972,0,90520,0,0,245170,20000,0,0,396000,43128,2539889
2020-08-22,22,8,2020,141274,113420,29016,567344,456734,0,366524,0,59850,0,0,0,60000,0,0,366300,46522,2209034
2020-08-23,23,8,2020,141274,113420,29016,567344,456734,0,366488,0,59850,0,0,0,0,0,0,366300,46522,2148999
2020-08-24,24,8,2020,141274,113420,29016,670344,456734,0,386268,0,59850,0,0,61850,60046,0,0,366300,46522,2393676
2020-08-25,25,8,2020,140642,156356,29016,728890,494834,0,388642,0,15562,0,0,0,49134,0,0,435600,46522,2487251
2020-08-26,26,8,2020,140642,156360,29664,709970,495766,0,397446,0,0,0,0,0,0,0,0,435600,47154,2414656
2020-08-27,27,8,2020,140642,156356,29664,693944,494942,0,398122,0,0,0,0,110230,56000,0,0,429462,47154,2558571
2020-08-28,28,8,2020,140642,113420,29664,691986,515990,0,359122,0,0,0,0,0,18970,0,0,425502,47154,2344506
2020-08-29,29,8,2020,136840,113420,20742,674328,510702,0,261618,0,0,0,0,68242,0,0,0,423720,50956,2262625
2020-08-30,30,8,2020,136840,113420,20910,649484,443546,0,261624,0,0,0,0,68242,0,0,0,423720,50956,2170800
2020-08-31,31,8,2020,136840,113420,20742,712928,416102,0,261702,0,0,0,0,68242,0,0,0,423720,50956,2206711
2020-09-01,1,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2030
2020-09-02,2,9,2020,0,0,0,0,0,0,0,0,100000,0,0,305212,0,0,0,0,0,407243
2020-09-03,3,9,2020,0,0,0,0,0,0,0,0,0,0,0,286140,77414,0,0,0,0,365586
2020-09-04,4,9,2020,0,0,0,0,0,0,0,0,0,0,0,275344,0,0,0,0,0,277377
2020-09-05,5,9,2020,0,0,0,0,0,0,0,0,0,0,0,13846,0,0,0,0,0,15880
2020-09-06,6,9,2020,0,0,0,0,0,0,0,0,0,0,0,13846,0,0,0,0,0,15881
2020-09-07,7,9,2020,0,0,0,0,0,0,0,0,0,0,0,13846,0,0,0,0,0,15882
2020-09-08,8,9,2020,0,0,0,0,0,0,0,0,0,0,0,54298,0,0,0,0,0,56335
2020-09-09,9,9,2020,0,0,0,0,0,0,0,0,0,0,0,25714,0,0,0,0,0,27752
2020-09-10,10,9,2020,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,22039
2020-09-11,11,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040
2020-09-12,12,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041
2020-09-13,13,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042
2020-09-14,14,9,2020,0,0,0,12000,0,0,0,0,0,0,0,0,30344,0,0,0,0,44387
2020-09-15,15,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2044
2020-09-16,16,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045
2020-09-17,17,9,2020,0,0,0,48000,68000,0,0,0,0,0,0,52546,23448,0,0,0,0,194040
2020-09-18,18,9,2020,0,0,0,30000,20000,0,20000,0,0,0,0,0,13276,0,0,0,0,85323
2020-09-19,19,9,2020,0,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,44048
2020-09-20,20,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049
2020-09-21,21,9,2020,0,0,0,49600,72000,0,0,0,0,0,0,0,55974,0,0,0,0,179624
2020-09-22,22,9,2020,0,0,0,44000,0,0,0,0,0,0,0,30660,24132,0,0,0,0,100843
2020-09-23,23,9,2020,0,0,0,0,0,0,0,0,58654,0,0,0,0,0,0,0,0,60706
2020-09-24,24,9,2020,0,0,0,0,0,0,0,0,59814,0,0,0,0,0,0,0,0,61867
2020-09-25,25,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054
2020-09-26,26,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055
2020-09-27,27,9,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056
2020-09-28,28,9,2020,0,0,0,130000,45000,0,0,0,0,0,0,0,0,0,0,0,0,177057
2020-09-29,29,9,2020,0,0,0,70000,0,0,0,0,0,0,0,78636,0,0,0,0,0,150694
2020-09-30,30,9,2020,0,0,0,0,0,0,20000,0,0,0,0,47472,0,0,0,0,0,69531
2020-10-01,1,10,2020,0,0,0,100000,75200,0,0,0,0,0,0,0,0,0,0,0,0,177231
2020-10-02,2,10,2020,0,0,0,27400,0,0,0,0,0,0,0,0,0,0,0,0,0,29432
2020-10-03,3,10,2020,0,0,0,60000,0,0,57000,0,0,0,0,0,0,0,0,0,0,119033
2020-10-04,4,10,2020,0,0,0,20000,0,0,70000,0,0,0,0,0,0,0,0,0,0,92034
2020-10-05,5,10,2020,0,0,0,308000,116200,0,90000,0,0,0,0,0,0,0,0,0,0,516235
2020-10-06,6,10,2020,0,0,0,22400,20000,0,24000,0,0,0,0,0,0,0,0,0,0,68436
2020-10-07,7,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037
2020-10-08,8,10,2020,0,0,0,10000,0,0,0,0,0,0,0,73906,0,0,0,0,0,85944
2020-10-09,9,10,2020,0,0,0,25000,0,0,0,0,0,0,0,224572,0,0,0,0,0,251611
2020-10-10,10,10,2020,0,0,0,29800,71200,0,0,0,0,0,0,0,35840,0,0,0,0,138880
2020-10-11,11,10,2020,0,0,0,132000,14000,0,0,0,0,0,0,0,0,0,0,0,0,148041
2020-10-12,12,10,2020,0,0,0,218680,20000,0,0,0,0,0,0,0,0,0,0,0,0,240722
2020-10-13,13,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043
2020-10-14,14,10,2020,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,22044
2020-10-15,15,10,2020,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,42045
2020-10-16,16,10,2020,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,47046
2020-10-17,17,10,2020,0,0,0,27200,70000,0,0,0,0,0,0,0,0,0,0,0,0,99247
2020-10-18,18,10,2020,0,0,0,0,35400,0,0,0,0,0,0,0,0,0,0,0,0,37448
2020-10-19,19,10,2020,0,0,0,88994,96000,0,0,0,0,0,0,0,0,0,0,0,0,187043
2020-10-20,20,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050
2020-10-21,21,10,2020,0,0,0,0,20000,0,0,0,0,0,0,0,37912,0,0,0,0,59963
2020-10-22,22,10,2020,0,0,0,0,0,0,14000,0,0,0,0,8920,72040,0,0,0,0,97012
2020-10-23,23,10,2020,0,0,0,40000,0,0,0,0,0,0,0,0,45828,0,0,0,0,87881
2020-10-24,24,10,2020,0,0,0,68000,30000,0,0,0,0,0,0,0,0,0,0,0,0,100054
2020-10-25,25,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055
2020-10-26,26,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056
2020-10-27,27,10,2020,0,0,0,140000,0,0,0,0,0,0,0,0,60000,0,0,0,0,202057
2020-10-28,28,10,2020,0,0,0,50000,0,0,0,0,0,0,0,47754,0,0,0,0,0,99812
2020-10-29,29,10,2020,0,0,0,0,0,0,0,0,0,0,0,50606,0,0,0,0,0,52665
2020-10-30,30,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060
2020-10-31,31,10,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061
2020-11-01,1,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032
2020-11-02,2,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033
2020-11-03,3,11,2020,0,0,0,0,0,0,0,0,0,0,0,89358,0,0,0,0,0,91392
2020-11-04,4,11,2020,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,28035
2020-11-05,5,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,28434,0,0,0,0,30470
2020-11-06,6,11,2020,0,0,0,0,88000,0,0,0,0,0,0,0,0,0,0,0,0,90037
2020-11-07,7,11,2020,0,0,0,88000,0,0,78000,0,0,0,0,100000,18956,0,0,0,0,286994
2020-11-08,8,11,2020,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,28039
2020-11-09,9,11,2020,0,0,0,140000,60010,0,0,0,20000,0,0,223088,72034,0,0,0,0,517172
2020-11-10,10,11,2020,0,0,0,12000,0,0,0,0,91640,0,0,111226,40244,0,0,0,0,257151
2020-11-11,11,11,2020,0,0,0,32000,0,0,0,0,50000,0,0,90000,0,0,0,0,0,174042
2020-11-12,12,11,2020,0,0,0,20000,0,0,0,0,0,0,0,154262,0,0,0,0,0,176305
2020-11-13,13,11,2020,0,0,0,0,0,0,0,0,0,0,0,89012,0,0,0,0,0,91056
2020-11-14,14,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045
2020-11-15,15,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046
2020-11-16,16,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047
2020-11-17,17,11,2020,0,0,0,0,0,0,0,0,0,0,0,42868,0,0,0,0,0,44916
2020-11-18,18,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049
2020-11-19,19,11,2020,0,0,0,0,0,0,0,0,0,0,0,20984,0,0,0,0,0,23034
2020-11-20,20,11,2020,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,22051
2020-11-21,21,11,2020,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,24052
2020-11-22,22,11,2020,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,28053
2020-11-23,23,11,2020,6000,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,41054
2020-11-24,24,11,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055
2020-11-25,25,11,2020,0,0,0,0,0,0,0,0,0,0,0,43472,123216,0,0,0,0,168744
2020-11-26,26,11,2020,0,0,0,0,0,0,0,0,29510,0,0,0,0,0,0,0,0,31567
2020-11-27,27,11,2020,0,0,0,0,0,0,84000,0,0,0,0,0,0,0,0,0,0,86058
2020-11-28,28,11,2020,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,62059
2020-11-29,29,11,2020,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,21060
2020-11-30,30,11,2020,0,0,0,0,0,0,0,0,0,0,0,206196,0,0,0,0,10000,218257
2020-12-01,1,12,2020,0,0,0,0,0,0,0,0,11374,0,0,164514,0,0,0,0,0,177921
2020-12-02,2,12,2020,0,0,0,0,0,0,0,0,64754,0,0,43324,0,0,0,0,0,110112
2020-12-03,3,12,2020,0,0,0,0,0,0,0,0,48974,0,0,70968,0,0,0,0,0,121977
2020-12-04,4,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2036
2020-12-05,5,12,2020,0,0,0,100000,160000,0,0,0,0,0,0,0,0,0,0,0,0,262037
2020-12-06,6,12,2020,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,24038
2020-12-07,7,12,2020,0,0,0,96000,50000,0,0,0,0,0,0,0,132694,0,0,0,0,280733
2020-12-08,8,12,2020,0,0,0,60000,210000,0,10000,0,0,0,0,118658,49286,0,0,0,0,449984
2020-12-09,9,12,2020,0,0,0,0,0,0,0,0,0,0,0,24260,0,0,0,0,0,26301
2020-12-10,10,12,2020,0,0,0,0,60000,0,0,0,0,0,0,53840,0,0,0,0,0,115882
2020-12-11,11,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043
2020-12-12,12,12,2020,0,0,0,80000,28000,0,0,0,0,0,0,0,0,0,0,0,0,110044
2020-12-13,13,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2045
2020-12-14,14,12,2020,0,0,0,280000,0,0,10000,0,0,0,0,0,0,0,0,0,0,292046
2020-12-15,15,12,2020,0,0,0,113148,0,0,0,0,0,0,0,35604,0,0,0,0,0,150799
2020-12-16,16,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2048
2020-12-17,17,12,2020,0,0,0,0,20000,0,0,0,0,0,0,11868,0,0,0,0,0,33917
2020-12-18,18,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050
2020-12-19,19,12,2020,0,0,0,54000,10000,0,0,0,0,0,0,0,0,0,0,0,0,66051
2020-12-20,20,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052
2020-12-21,21,12,2020,16000,0,0,115000,40000,0,18000,0,0,0,0,0,0,0,0,0,0,191053
2020-12-22,22,12,2020,16000,0,0,30000,16000,0,0,0,0,0,0,0,0,0,0,0,0,64054
2020-12-23,23,12,2020,16000,0,0,48000,50000,0,0,0,0,0,0,0,0,0,0,0,0,116055
2020-12-24,24,12,2020,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,20056
2020-12-25,25,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057
2020-12-26,26,12,2020,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,24058
2020-12-27,27,12,2020,0,0,0,24000,60000,0,0,0,0,0,0,0,0,0,0,0,0,86059
2020-12-28,28,12,2020,26000,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,88060
2020-12-29,29,12,2020,0,0,0,0,0,0,0,0,8278,0,0,800000,92160,0,0,0,0,902499
2020-12-30,30,12,2020,0,0,0,0,0,0,0,0,0,0,0,67272,0,0,0,0,0,69334
2020-12-31,31,12,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063
